SF2SA1DB,HHTYPC,STHHTYC,HHADULEC,NUMKHHEC,RAECURF,INCDECEP,INCDECE,ABSGID,ABSCID,ABSUID,ABSBID,ABSSID,ABSFID,ABSDID,ABSEID,ABSKID,ABSTID,INCSRCHA,INCSRCHB,INCSRCHC,INCSRCHD,INCSRCHE,HSRCCDE,WINDGHH,FDSECQ1,FDSECQ2,LEVEL1,HHC0T14,HH15OV,NUMPERHH,NOATSIHH,ATSI0T14,ATSI18OV,ATSI0T17,ATSI15OV,ABSHID,ABSLFID
1,6,2,7,2,2,7,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,5,1,1,5,1,2,7,9,9,2,7,2,7,INP13B1001532,0
1,6,2,4,2,2,6,4,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,5,1,1,5,1,2,4,6,6,2,4,2,4,INP13B1001533,0
1,3,1,3,1,1,99,99,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,5,1,1,3,4,4,1,3,1,3,INP13B1001534,0
1,3,1,2,6,2,4,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,5,1,5,0,1,5,3,8,8,5,2,6,3,INP13B1001535,0
2,6,1,1,1,1,3,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,5,1,1,1,2,2,1,1,1,1,INP13B1001536,0
4,2,1,2,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,5,0,1,0,2,2,1,0,1,0,1,INP13B1001537,0
1,4,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,5,0,1,1,1,2,2,1,1,1,1,INP13B1001538,0
2,6,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,1,5,1,0,2,2,2,0,1,1,2,INP13B1001539,0
1,1,5,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,1,1,1,1,0,1,1,1,0,1,0,1,INP13B1001540,0
3,4,1,1,1,2,4,5,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,5,1,5,0,1,1,1,2,2,1,1,1,1,INP13B1001541,0
3,3,1,2,4,2,4,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,5,1,5,0,1,4,2,6,6,4,2,4,2,INP13B1001542,0
1,3,1,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,1,1,1,2,2,4,4,2,2,2,2,INP13B1001543,0
4,1,5,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,1,5,1,0,1,1,1,0,1,0,1,INP13B1001544,0
1,6,1,2,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,5,0,1,2,3,5,5,2,2,3,3,INP13B1001545,0
3,2,1,2,0,1,4,4,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,1,5,1,0,2,2,1,0,1,0,1,INP13B1001546,0
1,6,1,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,1,1,1,0,2,2,2,0,2,0,2,INP13B1001547,0
1,4,1,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,1,1,0,2,2,1,0,1,0,1,INP13B1001548,0
1,1,5,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,5,1,0,1,1,1,0,1,0,1,INP13B1001549,0
1,4,1,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,5,0,1,2,1,3,2,2,0,2,0,INP13B1001550,0
2,6,1,2,4,2,4,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,1,5,1,4,2,6,6,4,2,4,2,INP13B1001551,0
2,6,1,2,0,2,4,4,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,5,1,5,0,1,0,2,2,2,0,2,0,2,INP13B1001552,0
1,3,1,6,0,2,99,99,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,5,1,5,0,1,0,6,6,6,0,6,0,6,INP13B1001553,0
2,1,5,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,5,0,1,0,1,1,1,0,1,0,1,INP13B1001554,0
1,2,1,2,0,2,98,98,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,5,0,1,0,2,2,2,0,2,0,2,INP13B1001555,0
1,6,1,4,2,2,5,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,5,1,5,0,1,2,4,6,6,2,4,2,4,INP13B1001556,0
4,6,1,3,0,1,9,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,5,0,1,0,3,3,1,0,1,0,1,INP13B1001557,0
4,1,5,1,0,2,3,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,5,0,1,0,1,1,1,0,1,0,1,INP13B1001558,0
1,6,1,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,5,0,1,0,2,2,2,0,2,0,2,INP13B1001559,0
1,6,1,3,6,2,6,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,5,0,1,6,3,9,9,6,3,6,3,INP13B1001560,0
1,3,1,3,2,2,99,99,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,5,0,1,2,3,5,5,2,3,2,3,INP13B1001561,0
1,6,1,5,3,2,98,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,1,5,0,1,2,6,8,8,2,5,3,6,INP13B1001562,0
1,1,5,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,5,0,1,0,1,1,1,0,1,0,1,INP13B1001563,0
1,1,5,1,0,2,99,99,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,1,5,1,0,1,1,1,0,1,0,1,INP13B1001564,0
1,6,1,4,0,2,7,5,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,1,1,5,0,1,0,4,4,4,0,4,0,4,INP13B1001565,0
1,3,1,4,0,1,99,99,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5,0,1,0,4,4,4,0,4,0,4,INP13B1001566,0
2,2,1,2,0,1,99,99,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,1,1,1,0,2,2,1,0,1,0,1,INP13B1001567,0
1,4,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,5,0,1,1,1,2,2,1,1,1,1,INP13B1001568,0
3,3,1,2,2,1,9,8,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,2,5,0,1,2,2,4,2,2,0,2,0,INP13B1001569,0
1,1,5,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,5,0,1,0,1,1,1,0,1,0,1,INP13B1001570,0
1,4,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,1,5,1,1,1,2,2,1,1,1,1,INP13B1001571,0
1,1,5,1,0,1,99,99,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,INP13B1001572,0
1,6,1,6,2,2,99,99,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,5,1,1,1,1,1,7,8,8,1,6,2,7,INP13B1001573,0
1,1,5,1,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,5,0,1,0,1,1,1,0,1,0,1,INP13B1001574,0
1,3,1,2,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,5,0,1,2,2,4,4,2,2,2,2,INP13B1001575,0
1,6,4,6,1,2,9,5,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,5,1,5,0,1,1,6,7,7,1,6,1,6,INP13B1001576,0
1,6,1,2,2,2,99,99,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,5,0,1,2,2,4,4,2,2,2,2,INP13B1001577,0
3,3,1,2,1,2,7,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,5,0,1,1,2,3,2,1,1,1,1,INP13B1001578,0
2,2,1,2,0,1,8,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,5,0,1,0,2,2,1,0,1,0,1,INP13B1001579,0
1,3,1,2,1,1,5,4,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,5,0,1,1,2,3,3,1,2,1,2,INP13B1001580,0
1,2,1,2,0,1,98,98,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,5,0,1,0,2,2,2,0,2,0,2,INP13B1001581,0
1,6,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,5,0,1,1,1,2,2,1,1,1,1,INP13B1001582,0
3,2,1,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,2,1,5,1,0,2,2,1,0,1,0,1,INP13B1001583,0
1,6,1,2,4,1,99,99,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,5,0,1,3,3,6,2,2,0,2,0,INP13B1001584,0
1,1,5,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,5,1,0,1,1,1,0,1,0,1,INP13B1001585,0
1,6,3,6,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,1,1,1,3,6,9,9,3,6,3,6,INP13B1001586,0
1,4,1,3,0,2,5,4,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,5,1,5,0,1,0,3,3,3,0,3,0,3,INP13B1001587,0
5,3,1,2,2,2,8,7,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,5,2,5,0,1,2,2,4,3,2,1,2,1,INP13B1001588,0
3,3,1,2,4,2,99,99,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,5,1,5,0,1,4,2,6,6,4,2,4,2,INP13B1001589,0
2,3,1,2,3,1,6,4,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,5,0,1,3,2,5,4,3,1,3,1,INP13B1001590,0
1,1,5,1,0,2,3,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,5,0,1,0,1,1,1,0,1,0,1,INP13B1001591,0
2,6,2,5,1,1,8,5,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,5,0,1,1,5,6,4,1,3,1,3,INP13B1001592,0
3,4,1,1,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,1,3,1,4,4,3,1,3,1,INP13B1001593,0
1,6,2,4,4,2,99,99,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,1,1,5,0,1,2,6,8,8,2,4,4,6,INP13B1001594,0
1,3,1,2,4,1,7,4,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,5,0,1,3,3,6,5,3,1,4,2,INP13B1001595,0
1,6,2,7,0,2,99,99,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,5,1,5,0,1,0,7,7,7,0,7,0,7,INP13B1001596,0
1,3,1,2,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,5,0,1,4,2,6,6,4,2,4,2,INP13B1001597,0
1,6,1,4,0,2,99,99,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,1,5,0,1,0,4,4,4,0,4,0,4,INP13B1001598,0
1,6,1,2,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,5,0,1,0,2,2,2,0,2,0,2,INP13B1001599,0
1,2,1,2,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,5,0,1,0,2,2,1,0,1,0,1,INP13B1001600,0
3,4,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,5,0,1,1,1,2,2,1,1,1,1,INP13B1001601,0
1,6,2,3,6,1,6,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,1,5,1,3,6,9,9,3,3,6,6,INP13B1001602,0
1,6,1,3,1,2,6,4,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,5,1,5,0,1,0,4,4,4,0,3,1,4,INP13B1001603,0
1,4,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,5,0,1,1,1,2,2,1,1,1,1,INP13B1001604,0
4,3,1,2,3,1,99,99,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,2,5,0,1,3,2,5,4,3,1,3,1,INP13B1001605,0
5,6,4,4,3,1,99,99,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,1,5,1,1,6,7,2,1,1,1,1,INP13B1001606,0
1,6,1,3,2,2,99,99,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,5,1,5,0,1,2,3,5,5,2,3,2,3,INP13B1001607,0
2,3,1,2,1,2,6,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,5,0,1,0,3,3,2,0,1,1,2,INP13B1001608,0
2,3,1,2,4,2,7,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,5,0,1,4,2,6,5,4,1,4,1,INP13B1001609,0
1,1,5,1,0,1,3,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5,0,1,0,1,1,1,0,1,0,1,INP13B1001610,0
2,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,5,1,1,1,2,1,1,0,1,0,INP13B1001611,0
3,3,1,2,4,1,98,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,5,0,1,4,2,6,5,4,1,4,1,INP13B1001612,0
4,5,6,3,0,1,99,99,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,5,0,1,0,3,3,1,0,1,0,1,INP13B1001613,0
1,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,5,1,0,2,2,2,0,1,1,2,INP13B1001614,0
2,4,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,5,1,5,0,1,1,1,2,2,1,1,1,1,INP13B1001615,0
1,1,5,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,5,0,1,0,1,1,1,0,1,0,1,INP13B1001616,0
1,3,1,3,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,2,1,1,1,1,4,5,4,1,2,2,3,INP13B1001617,0
2,3,1,2,2,2,8,7,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,5,2,5,0,1,2,2,4,3,2,1,2,1,INP13B1001618,0
4,3,1,2,2,1,9,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,5,0,1,2,2,4,3,2,1,2,1,INP13B1001619,0
1,6,1,3,0,2,99,99,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,5,0,1,0,3,3,3,0,3,0,3,INP13B1001620,0
2,3,1,2,7,1,4,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,5,0,1,7,2,9,8,7,1,7,1,INP13B1001621,0
1,6,3,6,4,2,6,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,1,5,1,4,6,10,10,4,6,4,6,INP13B1001622,0
1,6,1,2,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,2,5,0,1,1,2,3,2,1,1,1,1,INP13B1001623,0
4,4,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,5,0,1,1,1,2,2,1,1,1,1,INP13B1001624,0
3,4,1,1,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,2,5,0,1,3,1,4,1,1,0,1,0,INP13B1001625,0
1,6,2,4,2,2,8,5,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,5,1,5,0,1,2,4,6,6,2,4,2,4,INP13B1001626,0
3,4,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,1,5,1,1,1,2,2,1,1,1,1,INP13B1001627,0
1,3,1,2,1,2,99,99,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,5,0,1,1,2,3,3,1,2,1,2,INP13B1001628,0
3,3,1,2,1,2,98,98,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,5,0,1,1,2,3,1,1,0,1,0,INP13B1001629,0
3,2,1,2,0,1,10,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,5,0,1,0,2,2,1,0,1,0,1,INP13B1001630,0
1,1,5,1,0,1,5,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5,0,1,0,1,1,1,0,1,0,1,INP13B1001631,0
2,2,1,2,0,1,6,7,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,2,5,0,1,0,2,2,1,0,1,0,1,INP13B1001632,0
3,4,1,1,1,2,3,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,5,1,5,0,1,1,1,2,2,1,1,1,1,INP13B1001633,0
1,3,1,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,2,5,0,1,2,2,4,2,1,1,1,1,INP13B1001634,0
3,3,1,4,0,1,7,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,5,0,1,0,4,4,1,0,1,0,1,INP13B1001635,0
1,3,1,3,0,2,4,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,5,1,1,1,1,0,3,3,3,0,3,0,3,INP13B1001636,0
1,3,1,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,1,5,1,1,2,3,2,1,1,1,1,INP13B1001637,0
4,2,1,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,2,5,0,1,0,2,2,1,0,1,0,1,INP13B1001638,0
1,1,5,1,0,2,99,99,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,5,0,1,0,1,1,1,0,1,0,1,INP13B1001639,0
1,3,1,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,5,0,1,2,2,4,4,2,2,2,2,INP13B1001640,0
2,2,1,2,0,1,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,5,0,1,0,2,2,1,0,1,0,1,INP13B1001641,0
1,6,1,4,4,2,8,4,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,5,1,5,0,1,3,5,8,8,3,4,4,5,INP13B1001642,0
1,6,1,3,1,1,4,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,1,1,1,1,3,4,2,1,1,1,1,INP13B1001643,0
3,4,1,1,2,1,4,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,1,2,1,3,3,2,1,2,1,INP13B1001644,0
1,2,1,2,0,2,5,5,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,5,2,5,0,1,0,2,2,1,0,1,0,1,INP13B1001645,0
3,6,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,5,0,1,1,1,2,2,1,1,1,1,INP13B1001646,0
3,1,5,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,1,1,1,0,1,1,1,0,1,0,1,INP13B1001647,0
1,6,1,6,0,1,7,4,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,5,0,1,0,6,6,5,0,5,0,5,INP13B1001648,0
1,2,1,2,0,2,3,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,5,0,1,0,2,2,2,0,2,0,2,INP13B1001649,0
1,6,3,5,2,2,4,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,5,1,1,1,1,2,5,7,7,2,5,2,5,INP13B1001650,0
3,6,1,2,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,5,0,1,0,4,4,4,0,2,2,4,INP13B1001651,0
1,1,5,1,0,1,3,4,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,INP13B1001652,0
1,4,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,5,0,1,1,1,2,2,1,1,1,1,INP13B1001653,0
1,4,1,4,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,1,1,1,1,5,6,6,1,4,2,5,INP13B1001654,0
3,3,1,2,4,2,9,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,5,0,1,3,3,6,6,3,2,4,3,INP13B1001655,0
1,1,5,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,1,5,1,0,1,1,1,0,1,0,1,INP13B1001656,0
1,6,2,3,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,2,1,1,1,2,3,5,4,2,2,2,2,INP13B1001657,0
4,3,1,2,3,2,5,4,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,5,1,5,0,1,3,2,5,5,3,2,3,2,INP13B1001658,0
2,3,1,2,2,1,5,4,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,5,0,1,2,2,4,3,2,1,2,1,INP13B1001659,0
3,1,5,1,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,5,0,1,0,1,1,1,0,1,0,1,INP13B1001660,0
4,1,5,1,0,1,2,4,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,5,0,1,0,1,1,1,0,1,0,1,INP13B1001661,0
2,6,1,3,2,1,4,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,5,0,1,2,3,5,4,2,2,2,2,INP13B1001662,0
2,6,1,1,2,1,3,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,1,5,1,2,1,3,2,2,0,2,0,INP13B1001663,0
1,3,1,2,3,1,7,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,5,0,1,3,2,5,4,3,1,3,1,INP13B1001664,0
1,6,2,4,2,2,99,99,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,5,1,5,0,1,1,5,6,6,1,4,2,5,INP13B1001665,0
2,1,5,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,5,0,1,0,1,1,1,0,1,0,1,INP13B1001666,0
1,2,1,2,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,5,0,1,0,2,2,1,0,1,0,1,INP13B1001667,0
5,1,5,1,0,1,3,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,5,1,0,1,1,1,0,1,0,1,INP13B1001668,0
2,1,5,1,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,1,5,1,0,1,1,1,0,1,0,1,INP13B1001669,0
5,6,1,3,2,2,9,8,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,5,2,5,0,1,2,3,5,2,1,1,1,1,INP13B1001670,0
1,6,1,5,2,2,99,99,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,5,0,1,2,5,7,7,2,5,2,5,INP13B1001671,0
1,1,5,1,0,2,3,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,5,0,1,0,1,1,1,0,1,0,1,INP13B1001672,0
1,3,1,1,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,5,0,1,2,2,4,3,2,1,2,1,INP13B1001673,0
1,1,5,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,5,0,1,0,1,1,1,0,1,0,1,INP13B1001674,0
2,4,1,1,4,1,4,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,5,0,1,4,1,5,5,4,1,4,1,INP13B1001675,0
1,3,1,2,1,2,6,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,5,0,1,1,2,3,3,1,2,1,2,INP13B1001676,0
2,1,5,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,5,0,1,0,1,1,1,0,1,0,1,INP13B1001677,0
1,6,1,2,3,2,3,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,5,1,5,0,1,3,2,5,5,3,2,3,2,INP13B1001678,0
1,6,4,4,0,2,10,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,5,0,1,0,4,4,2,0,2,0,2,INP13B1001679,0
1,3,1,2,1,2,9,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,5,0,1,1,2,3,2,1,1,1,1,INP13B1001680,0
1,4,1,1,2,1,3,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,5,0,1,1,2,3,3,1,1,2,2,INP13B1001681,0
1,6,1,1,3,1,4,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,5,0,1,2,2,4,3,2,0,3,1,INP13B1001682,0
1,3,1,2,3,2,8,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,5,0,1,3,2,5,4,3,1,3,1,INP13B1001683,0
3,1,5,1,0,2,4,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,5,0,1,0,1,1,1,0,1,0,1,INP13B1001684,0
1,3,1,2,3,1,5,4,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,5,0,1,3,2,5,1,1,0,1,0,INP13B1001685,0
1,6,1,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,5,1,1,5,1,1,3,4,4,1,2,2,3,INP13B1001686,0
4,3,1,2,2,1,7,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,5,0,1,1,3,4,1,0,1,0,1,INP13B1001687,0
2,6,1,3,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,5,0,1,0,3,3,2,0,2,0,2,INP13B1001688,0
1,4,1,2,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,5,0,1,0,2,2,2,0,2,0,2,INP13B1001689,0
1,2,1,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,5,0,1,0,2,2,1,0,1,0,1,INP13B1001690,0
1,3,1,3,0,1,6,6,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,5,1,0,3,3,3,0,3,0,3,INP13B1001691,0
1,4,1,1,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,5,0,1,3,1,4,4,3,1,3,1,INP13B1001692,0
2,4,1,1,1,2,5,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,5,0,1,1,1,2,2,1,1,1,1,INP13B1001693,0
2,4,1,2,0,1,5,5,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,5,0,1,0,2,2,2,0,2,0,2,INP13B1001694,0
1,2,1,2,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,5,0,1,0,2,2,2,0,2,0,2,INP13B1001695,0
1,6,1,4,4,2,9,5,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,1,5,0,1,4,4,8,8,4,4,4,4,INP13B1001696,0
1,2,1,2,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,2,5,0,1,0,2,2,1,0,1,0,1,INP13B1001697,0
1,4,1,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,5,0,1,2,1,3,3,2,1,2,1,INP13B1001698,0
