SF2SA1DB,HHTYPC,STHHTYC,HHADULEC,NUMKHHEC,RAECURF,INCDECEP,INCDECE,ABSGID,ABSCID,ABSUID,ABSBID,ABSSID,ABSFID,ABSDID,ABSEID,ABSKID,ABSTID,INCSRCHA,INCSRCHB,INCSRCHC,INCSRCHD,INCSRCHE,HSRCCDE,WINDGHH,FDSECQ1,FDSECQ2,LEVEL1,HHC0T14,HH15OV,NUMPERHH,NOATSIHH,ATSI0T14,ATSI18OV,ATSI0T17,ATSI15OV,ABSHID,ABSLFID
1,3,1,3,4,2,99,99,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,5,1,5,0,1,3,4,7,7,3,3,4,4,INP13B1000772,0
1,1,5,1,0,2,4,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,5,0,1,0,1,1,1,0,1,0,1,INP13B1000773,0
1,1,5,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,5,0,1,0,1,1,1,0,1,0,1,INP13B1000774,0
1,3,1,2,4,2,5,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,5,1,5,0,1,2,4,6,6,2,2,4,4,INP13B1000775,0
1,2,1,2,0,2,4,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,5,0,1,0,2,2,1,0,1,0,1,INP13B1000776,0
1,4,1,1,2,1,3,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,5,0,1,2,1,3,3,2,1,2,1,INP13B1000777,0
2,3,1,3,1,1,4,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,5,0,1,1,3,4,4,1,3,1,3,INP13B1000778,0
1,6,1,1,1,2,5,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,5,0,1,1,1,2,2,1,1,1,1,INP13B1000779,0
1,6,2,4,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,5,0,1,0,5,5,5,0,4,1,5,INP13B1000780,0
1,6,1,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,1,5,1,0,3,3,3,0,2,1,3,INP13B1000781,0
1,3,1,2,2,2,7,6,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,5,1,5,0,1,2,2,4,4,2,2,2,2,INP13B1000782,0
2,1,5,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,5,1,0,1,1,1,0,1,0,1,INP13B1000783,0
2,3,1,2,2,1,5,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,5,0,1,2,2,4,3,2,1,2,1,INP13B1000784,0
3,3,1,2,3,2,3,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,5,1,5,0,1,3,2,5,5,3,2,3,2,INP13B1000785,0
1,6,1,2,0,2,9,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,5,0,1,0,2,2,2,0,2,0,2,INP13B1000786,0
1,6,1,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,5,0,1,1,3,4,4,1,3,1,3,INP13B1000787,0
1,6,2,4,3,2,6,3,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,5,1,5,0,1,3,4,7,7,3,4,3,4,INP13B1000788,0
2,2,1,2,0,1,9,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5,0,1,0,2,2,2,0,2,0,2,INP13B1000789,0
1,1,5,1,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,5,0,1,0,1,1,1,0,1,0,1,INP13B1000790,0
2,4,1,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,5,0,1,2,1,3,3,2,1,2,1,INP13B1000791,0
1,6,1,3,3,2,6,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,5,1,5,0,1,3,3,6,6,3,3,3,3,INP13B1000792,0
1,2,1,2,0,1,3,4,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,5,0,1,0,2,2,2,0,2,0,2,INP13B1000793,0
1,1,5,1,0,2,3,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,5,0,1,0,1,1,1,0,1,0,1,INP13B1000794,0
2,3,1,2,2,1,6,5,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,2,5,0,1,2,2,4,1,1,0,1,0,INP13B1000795,0
3,4,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,5,0,1,1,1,2,2,1,1,1,1,INP13B1000796,0
1,1,5,1,0,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,5,0,1,0,1,1,1,0,1,0,1,INP13B1000797,0
1,6,1,2,7,2,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,1,5,1,6,3,9,9,6,2,7,3,INP13B1000798,0
1,3,1,2,3,2,4,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,5,2,5,0,1,3,2,5,4,3,1,3,1,INP13B1000799,0
1,4,1,2,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,5,0,1,0,2,2,2,0,2,0,2,INP13B1000800,0
1,3,1,2,3,1,5,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,5,0,1,3,2,5,4,3,1,3,1,INP13B1000801,0
1,1,5,1,0,2,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,5,0,1,0,1,1,1,0,1,0,1,INP13B1000802,0
1,6,1,3,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,1,5,1,0,4,4,4,0,3,1,4,INP13B1000803,0
1,3,1,2,3,1,5,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,5,0,1,3,2,5,3,2,1,2,1,INP13B1000804,0
1,3,1,3,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,1,5,0,1,0,3,3,3,0,3,0,3,INP13B1000805,0
3,1,5,1,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,5,0,1,0,1,1,1,0,1,0,1,INP13B1000806,0
3,3,1,2,2,2,9,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,5,0,1,2,2,4,3,2,1,2,1,INP13B1000807,0
1,1,5,1,0,2,3,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,5,0,1,0,1,1,1,0,1,0,1,INP13B1000808,0
2,3,1,2,2,1,9,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5,0,1,2,2,4,4,2,2,2,2,INP13B1000809,0
1,4,1,1,6,1,5,2,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,2,1,5,1,5,2,7,6,5,0,6,1,INP13B1000810,0
1,4,1,1,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,1,1,1,3,1,4,4,3,1,3,1,INP13B1000811,0
1,1,5,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,1,1,1,0,1,1,1,0,1,0,1,INP13B1000812,0
2,4,1,1,5,1,3,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,5,0,1,5,1,6,6,5,1,5,1,INP13B1000813,0
1,3,1,2,1,2,5,4,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,1,2,5,0,1,1,2,3,2,1,1,1,1,INP13B1000814,0
2,1,5,1,0,2,4,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,1,5,1,0,1,1,1,0,1,0,1,INP13B1000815,0
1,6,2,6,4,2,99,99,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,1,1,5,0,1,3,7,10,10,3,6,4,7,INP13B1000816,0
1,4,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,5,1,5,0,1,0,2,2,2,0,1,1,2,INP13B1000817,0
1,4,1,1,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,5,1,3,1,4,2,2,0,2,0,INP13B1000818,0
1,6,2,3,3,2,99,99,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,1,1,1,1,5,6,6,1,3,3,5,INP13B1000819,0
1,4,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,1,5,1,0,2,2,2,0,1,1,2,INP13B1000820,0
2,2,1,2,0,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,5,0,1,0,2,2,1,0,1,0,1,INP13B1000821,0
1,3,1,2,2,2,8,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,5,0,1,1,3,4,2,1,1,1,1,INP13B1000822,0
1,3,1,2,3,1,8,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,5,0,1,3,2,5,4,3,1,3,1,INP13B1000823,0
4,1,5,1,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,1,1,1,0,1,1,1,0,1,0,1,INP13B1000824,0
3,2,1,2,0,1,9,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,5,0,1,0,2,2,1,0,1,0,1,INP13B1000825,0
1,3,1,2,3,1,4,2,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,2,1,5,1,3,2,5,4,3,1,3,1,INP13B1000826,0
1,1,5,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,5,0,1,0,1,1,1,0,1,0,1,INP13B1000827,0
2,2,1,2,0,1,6,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,5,0,1,0,2,2,1,0,1,0,1,INP13B1000828,0
1,6,1,3,2,2,99,99,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,5,1,5,0,1,2,3,5,5,2,3,2,3,INP13B1000829,0
1,4,1,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,1,5,1,2,3,5,5,2,3,2,3,INP13B1000830,0
1,6,2,5,5,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,5,0,1,5,5,10,10,5,5,5,5,INP13B1000831,0
1,6,1,4,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,5,0,1,2,4,6,6,2,4,2,4,INP13B1000832,0
3,3,1,2,2,1,10,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,5,0,1,2,2,4,3,2,1,2,1,INP13B1000833,0
2,1,5,1,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,1,5,1,0,1,1,1,0,1,0,1,INP13B1000834,0
3,5,6,2,0,2,98,98,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,2,5,0,1,0,2,2,1,0,1,0,1,INP13B1000835,0
2,2,1,2,0,2,99,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,2,5,0,1,0,2,2,1,0,1,0,1,INP13B1000836,0
1,1,5,1,0,2,99,99,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,1,1,1,0,1,1,1,0,1,0,1,INP13B1000837,0
4,3,1,2,3,1,9,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,5,0,1,3,2,5,1,0,1,0,1,INP13B1000838,0
1,1,5,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,5,0,1,0,1,1,1,0,1,0,1,INP13B1000839,0
1,6,2,3,4,2,99,99,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,5,1,1,5,1,3,4,7,7,3,3,4,4,INP13B1000840,0
4,4,1,4,0,2,4,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,5,0,1,0,4,4,4,0,4,0,4,INP13B1000841,0
2,1,5,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,5,0,1,0,1,1,1,0,1,0,1,INP13B1000842,0
1,4,1,2,3,2,99,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,1,8,0,1,3,2,5,5,3,2,3,2,INP13B1000843,0
4,2,1,2,0,1,8,8,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,2,5,0,1,0,2,2,1,0,1,0,1,INP13B1000844,0
1,3,1,2,6,2,99,99,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,5,0,1,6,2,8,8,6,2,6,2,INP13B1000845,0
4,3,1,2,2,1,5,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,5,0,1,2,2,4,3,2,1,2,1,INP13B1000846,0
1,6,1,3,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,1,1,1,4,3,7,7,4,3,4,3,INP13B1000847,0
5,3,1,2,1,2,7,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,5,0,1,0,3,3,2,0,1,1,2,INP13B1000848,0
5,3,1,2,2,1,10,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,5,0,1,2,2,4,3,2,1,2,1,INP13B1000849,0
1,1,5,1,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,5,0,1,0,1,1,1,0,1,0,1,INP13B1000850,0
1,2,1,2,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,2,5,0,1,0,2,2,1,0,1,0,1,INP13B1000851,0
2,3,1,2,2,1,9,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,5,0,1,2,2,4,3,2,1,2,1,INP13B1000852,0
4,6,1,3,5,2,10,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,5,0,1,4,4,8,2,0,2,0,2,INP13B1000853,0
1,4,1,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,1,2,1,3,3,2,1,2,1,INP13B1000854,0
1,6,1,1,1,2,99,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,1,1,5,1,1,1,2,2,1,1,1,1,INP13B1000855,0
4,6,1,2,3,2,4,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,5,2,5,0,1,2,3,5,4,2,1,3,2,INP13B1000856,0
1,1,5,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,1,5,1,0,1,1,1,0,1,0,1,INP13B1000857,0
1,3,1,3,0,2,5,5,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,1,1,1,5,1,0,3,3,3,0,3,0,3,INP13B1000858,0
1,3,1,2,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,5,0,1,2,3,5,5,2,2,3,3,INP13B1000859,0
1,3,1,3,6,1,5,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,5,0,1,5,4,9,8,5,2,6,3,INP13B1000860,0
3,6,1,1,2,2,3,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,5,1,1,5,1,2,1,3,3,2,1,2,1,INP13B1000861,0
1,2,1,2,0,2,4,4,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,5,1,5,0,1,0,2,2,2,0,2,0,2,INP13B1000862,0
5,2,1,2,0,2,7,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,5,0,1,0,2,2,1,0,1,0,1,INP13B1000863,0
3,3,1,2,1,1,8,8,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,5,0,1,1,2,3,1,1,0,1,0,INP13B1000864,0
4,6,1,3,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,5,0,1,0,3,3,3,0,3,0,3,INP13B1000865,0
1,6,2,5,1,2,7,3,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,1,1,5,0,1,1,5,6,6,1,5,1,5,INP13B1000866,0
2,4,1,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,5,0,1,2,1,3,3,2,1,2,1,INP13B1000867,0
1,4,1,1,4,2,99,99,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,5,2,5,0,1,4,1,5,2,2,0,2,0,INP13B1000868,0
1,2,1,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,5,0,1,0,2,2,2,0,2,0,2,INP13B1000869,0
2,6,1,2,4,1,5,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,5,1,4,2,6,6,4,2,4,2,INP13B1000870,0
1,6,4,5,0,2,7,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,1,5,1,0,5,5,5,0,5,0,5,INP13B1000871,0
1,6,3,6,4,2,4,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,1,1,1,4,6,10,10,4,6,4,6,INP13B1000872,0
2,2,1,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,5,0,1,0,2,2,1,0,1,0,1,INP13B1000873,0
1,4,1,1,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,1,3,1,4,4,3,1,3,1,INP13B1000874,0
2,3,1,4,3,2,7,4,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,1,1,5,0,1,3,4,7,7,3,4,3,4,INP13B1000875,0
2,4,1,1,3,1,2,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,5,0,1,3,1,4,4,3,1,3,1,INP13B1000876,0
3,2,1,2,0,1,8,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,5,0,1,0,2,2,1,0,1,0,1,INP13B1000877,0
1,6,2,4,3,2,99,99,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,5,0,1,3,4,7,7,3,4,3,4,INP13B1000878,0
2,1,5,1,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,5,0,1,0,1,1,1,0,1,0,1,INP13B1000879,0
1,6,1,3,0,2,4,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,5,1,1,5,1,0,3,3,3,0,3,0,3,INP13B1000880,0
2,1,5,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,5,0,1,0,1,1,1,0,1,0,1,INP13B1000881,0
1,2,1,2,0,2,9,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,5,0,1,0,2,2,1,0,1,0,1,INP13B1000882,0
2,4,1,1,3,1,5,4,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,5,0,1,2,2,4,4,2,1,3,2,INP13B1000883,0
1,6,1,2,0,2,3,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,5,1,5,0,1,0,2,2,2,0,2,0,2,INP13B1000884,0
1,6,4,2,2,1,4,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,5,0,1,1,3,4,3,1,1,2,2,INP13B1000885,0
1,6,1,4,4,2,7,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,5,1,5,0,1,4,4,8,8,4,4,4,4,INP13B1000886,0
1,5,6,2,0,2,3,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,5,0,1,0,2,2,2,0,2,0,2,INP13B1000887,0
1,2,1,2,0,1,98,98,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,5,0,1,0,2,2,1,0,1,0,1,INP13B1000888,0
2,2,1,2,0,1,8,8,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,2,5,0,1,0,2,2,1,0,1,0,1,INP13B1000889,0
1,6,2,5,1,2,7,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,5,0,1,0,6,6,6,0,5,1,6,INP13B1000890,0
1,1,5,1,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,5,0,1,0,1,1,1,0,1,0,1,INP13B1000891,0
1,6,2,4,3,2,7,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,5,1,5,0,1,3,4,7,7,3,4,3,4,INP13B1000892,0
1,6,2,3,2,1,99,99,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,5,1,1,4,5,5,1,3,2,4,INP13B1000893,0
4,4,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,5,0,1,2,1,3,3,2,1,2,1,INP13B1000894,0
5,2,1,2,0,1,7,7,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,2,5,0,1,0,2,2,1,0,1,0,1,INP13B1000895,0
4,4,1,1,3,1,3,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,5,0,1,3,1,4,1,1,0,1,0,INP13B1000896,0
1,6,4,3,3,1,6,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,5,0,1,2,4,6,3,2,1,2,1,INP13B1000897,0
2,6,1,4,0,1,99,99,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,5,0,1,0,4,4,3,0,3,0,3,INP13B1000898,0
1,1,5,1,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,1,1,1,0,1,1,1,0,1,0,1,INP13B1000899,0
2,4,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,1,1,1,2,2,1,1,1,1,INP13B1000900,0
1,6,1,4,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,5,0,1,2,4,6,6,2,4,2,4,INP13B1000901,0
3,6,1,3,0,1,8,7,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,5,0,1,0,3,3,2,0,2,0,2,INP13B1000902,0
3,6,2,3,5,2,6,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,1,5,1,4,4,8,8,4,3,5,4,INP13B1000903,0
3,4,1,2,0,2,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,1,5,1,0,2,2,2,0,2,0,2,INP13B1000904,0
1,1,5,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,5,0,1,0,1,1,1,0,1,0,1,INP13B1000905,0
1,4,1,2,0,2,7,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,5,0,1,0,2,2,2,0,2,0,2,INP13B1000906,0
2,1,5,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,1,5,1,0,1,1,1,0,1,0,1,INP13B1000907,0
2,4,1,2,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,5,1,0,2,2,1,0,1,0,1,INP13B1000908,0
5,2,1,2,0,1,10,10,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,2,5,0,1,0,2,2,1,0,1,0,1,INP13B1000909,0
2,5,6,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,2,1,1,1,0,2,2,1,0,1,0,1,INP13B1000910,0
3,1,5,1,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,5,0,1,0,1,1,1,0,1,0,1,INP13B1000911,0
3,3,1,2,2,2,8,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,5,0,1,2,2,4,4,2,2,2,2,INP13B1000912,0
4,1,5,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,1,5,0,1,0,1,1,1,0,1,0,1,INP13B1000913,0
2,4,1,1,1,1,3,4,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,5,1,1,1,2,2,1,1,1,1,INP13B1000914,0
1,6,2,4,1,1,6,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,5,0,1,1,4,5,3,1,2,1,2,INP13B1000915,0
1,6,1,2,1,1,98,98,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,5,1,1,2,3,3,1,2,1,2,INP13B1000916,0
1,1,5,1,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,INP13B1000917,0
4,2,1,2,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,5,0,1,0,2,2,1,0,1,0,1,INP13B1000918,0
5,6,4,3,0,1,99,99,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,2,1,5,1,0,3,3,1,0,1,0,1,INP13B1000919,0
5,6,3,4,2,2,6,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,5,0,1,2,4,6,6,2,4,2,4,INP13B1000920,0
3,3,1,2,3,1,5,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,5,0,1,3,2,5,1,1,0,1,0,INP13B1000921,0
1,1,5,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,5,0,1,0,1,1,1,0,1,0,1,INP13B1000922,0
1,6,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,5,0,1,1,2,3,3,1,1,2,2,INP13B1000923,0
4,2,1,2,0,1,7,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,5,0,1,0,2,2,1,0,1,0,1,INP13B1000924,0
1,6,2,3,1,2,6,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,1,1,1,1,3,4,4,1,3,1,3,INP13B1000925,0
1,5,6,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,1,1,1,0,2,2,1,0,1,0,1,INP13B1000926,0
1,1,5,1,0,2,3,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,5,0,1,0,1,1,1,0,1,0,1,INP13B1000927,0
1,3,1,2,1,1,8,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,5,0,1,1,2,3,2,1,1,1,1,INP13B1000928,0
2,3,1,2,6,1,5,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,1,5,1,6,2,8,5,4,1,4,1,INP13B1000929,0
1,3,1,2,2,2,8,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,5,0,1,2,2,4,3,2,1,2,1,INP13B1000930,0
1,3,1,2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,5,0,1,3,2,5,3,2,1,2,1,INP13B1000931,0
2,4,1,1,1,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,5,0,1,1,1,2,2,1,1,1,1,INP13B1000932,0
1,6,4,6,4,2,8,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,5,1,1,1,1,3,7,10,10,3,6,4,7,INP13B1000933,0
2,4,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,5,0,1,1,1,2,2,1,1,1,1,INP13B1000934,0
1,6,2,3,2,1,7,5,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,5,0,1,2,3,5,4,2,2,2,2,INP13B1000935,0
2,1,5,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,5,0,1,0,1,1,1,0,1,0,1,INP13B1000936,0
1,3,1,2,4,2,3,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,5,0,1,4,2,6,6,4,2,4,2,INP13B1000937,0
1,6,1,1,1,2,99,99,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,5,0,1,1,1,2,2,1,1,1,1,INP13B1000938,0
